canal,titulo,url,fecha,vistas,vph,usd
CacheAbraham,cache abraham tambora con ramon orlando NO HAY NADIE MAS en el festival de providence 2013,https://www.youtube.com/watch?v=HaORwyJ1ejk&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG8%3D,hace 10 a,3200.0,0.37,11.11
Ramón Orlando Valoy,8-Ramon Orlando-Amandote Como Te Amo,https://www.youtube.com/watch?v=Vy2PmnU-Pws&list=RDVy2PmnU-Pws&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwHSBwkJAwsBhyohjO8%3D,hace 14 a,2800000.0,319.63,9721.9
Jucarsant,No hay nadie mas Ramon Orlando | Piano como se toca,https://www.youtube.com/watch?v=GX3pX8I8MYs&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG8%3D,hace 5 a,1600.0,0.18,5.56
Ale Ceberio - Topic,No Hay Nadie Más,https://www.youtube.com/watch?v=rbwju9UqJGs&list=RDrbwju9UqJGs&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,---,1900.0,0.22,6.6
richard marcell,RAMON ORLANDO Y RICHARD MARCELL EL EL BAJO No Hay Nadie Mas 15-12-2015,https://www.youtube.com/watch?v=Bqg5qstE6rs&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG8%3D,hace 9 a,43.0,0.0,0.15
yerfri101,Balada de amor-Ramon Orlando,https://www.youtube.com/watch?v=vedvbz_d1rY&list=RDvedvbz_d1rY&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwHSBwkJAwsBhyohjO8%3D,hace 16 a,2000000.0,228.31,6944.21
Angel Polanco,merengue ramon orlando boda(coreografia mdb),https://www.youtube.com/watch?v=DgwPLSPI3NQ&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG8%3D,hace 3 a,48.0,0.01,0.17
Buena Noche TV,Gran Presentación musical de Ramón Orlando en | Buena Noche,https://www.youtube.com/watch?v=iIChvpI9Ya8&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG8%3D,hace 4 a,53000.0,6.05,184.02
Jose M Echevarria,(No hay nadie mas) tema del maestro Ramón orlando,https://www.youtube.com/watch?v=IeFtkDUQwm0&list=RDIeFtkDUQwm0&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwHSBwkJAwsBhyohjO8%3D,hace 4 a,75.0,0.01,0.26
YACOOV SANTIAGO RODRIGUEZ LUGO,"JORGE VARGAS, NO HAY NADIE MAS DE RAMON ORLANDO, 05 OCT 2017",https://www.youtube.com/watch?v=uHaxm9hwYDQ&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG8%3D,hace 8 a,17.0,0.0,0.06
El Almacen del Merengue,RAMON ORLANDO Y SU ORQUESTA INTERNACIONAL-NO HAY NADIE MAS 1991,https://www.youtube.com/watch?v=s_3NUzf0uJc&list=RDs_3NUzf0uJc&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 3 a,481.0,0.05,1.67
YACOOV SANTIAGO RODRIGUEZ LUGO,"JOSE ADAMES, NO HAY NADIE MAS DE RAMON ORLANDO, JUEVES 02 NOV 2017",https://www.youtube.com/watch?v=suNNWHKta5k&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG8%3D,hace 8 a,19.0,0.0,0.07
richard marcell,RAMON ORLANDO Y RICHARD MARCELL EN EL BAJO TEMA NO HAY NADIE MAS AñO 2003,https://www.youtube.com/watch?v=CfpmcIHV_Z0&list=RDCfpmcIHV_Z0&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 14 a,135.0,0.02,0.47
YACOOV SANTIAGO RODRIGUEZ LUGO,"JUAN MINAYA, NO HAY NADIE MAS DE RAMON ORLANDO, DOMINGO 22, OCT, 2017",https://www.youtube.com/watch?v=5-mFqDVFa18&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG8%3D,hace 8 a,200.0,0.02,0.69
Merengues clasico,"Ramon Orlando, No Hay Nadie Más",https://www.youtube.com/watch?v=5hyUDcBv9vk&list=RD5hyUDcBv9vk&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwHSBwkJAwsBhyohjO8%3D,hace 2 a,12.0,0.0,0.04
cccongosTV,no hay nadie mas para sustituirte acordes merengues,https://www.youtube.com/watch?v=6R72O_13zPU&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG8%3D,hace 5 a,312.0,0.04,1.08
Mamola De La Cruz DE LA Cruz,BOCA DE PIANO IMITA A RAMON ORLANDO,https://www.youtube.com/watch?v=1datNbyFVQQ&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG8%3D,hace 10 a,12000.0,1.37,41.67
Elvis Trombón,No hay nadie mas del maestro Ramon Orlando en el Trombon,https://www.youtube.com/watch?v=sT2ppRu97KY&list=RDsT2ppRu97KY&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 1 a,13.0,0.0,0.05
karaoke La Poderosa 2,Ramón Orlando Mas karaoke La Poderosa 2,https://www.youtube.com/watch?v=GD81dCiRTmE&list=RDGD81dCiRTmE&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwHSBwkJAwsBhyohjO8%3D,hace 2 a,2300.0,0.26,7.99
Edgar Fermin,Ramon Orlando-Tu Mujer.,https://www.youtube.com/watch?v=dCEXzbw7iRw&list=RDdCEXzbw7iRw&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 6 a,251000.0,28.65,871.5
DE TODO UN POCO (CON FAUSTO PERALTA),no hay nadie mas ramon orlando fausto peralta bass cover,https://www.youtube.com/watch?v=tt22LeogCRE&list=RDtt22LeogCRE&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 5 a,614.0,0.07,2.13
Anadency Espinosa,Ramon Orlando No hay nadie masby Anadency,https://www.youtube.com/watch?v=M6vJojPXPF8&list=RDM6vJojPXPF8&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 5 a,14.0,0.0,0.05
EL 27 RD,SUJETO ORO 24 - HOMENAJE A RAMÓN ORLANDO,https://www.youtube.com/watch?v=0vSRIBOdlIM&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG8%3D,hace 5 m,28000.0,3.2,97.22
Minimambo Sax,Jaleo - No Hay Nadie Mas - Ramon Orlando - Interpretado por minimambo Sax Subido Arriba,https://www.youtube.com/watch?v=L21eHO7hijM&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG8%3D,hace 4 a,6400.0,0.73,22.22
Fans Ale Ceberio,Ale Ceberio - No Hay Nadie Mas,https://www.youtube.com/watch?v=RZJjLSLZwI0&list=RDRZJjLSLZwI0&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 13 a,1000.0,0.11,3.47
Elejido Musicologo,No Hay Nadie Mas - Ramón Orlando 🎵 Musicologo,https://www.youtube.com/watch?v=rEo0NC2Ijzo&list=RDrEo0NC2Ijzo&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 2 sem.,94.0,0.28,0.33
Domo Urbano Lirycs,No Voy A Volver A Llorar Ramon Orlando Letra,https://www.youtube.com/watch?v=EA69CFLaMBI&list=RDEA69CFLaMBI&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 5 a,4700000.0,536.53,16318.9
DJ Intokable,Ramón Orlando | No Hay Nadie Más (2001),https://www.youtube.com/watch?v=zsV_ALBIEDI&list=RDzsV_ALBIEDI&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 1 a,1500.0,0.17,5.21
Ramón Orlando - Topic,Nadie Como Tú,https://www.youtube.com/watch?v=B6hu-rCsZ68&list=RDB6hu-rCsZ68&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,---,546.0,0.06,1.9
Dj Darwin Lossada,MIX RAMON ORLANDO - EXITOS INOLVIDABLES ✘Dj Ayverson ✚ Dj Darwin Lossada✘,https://www.youtube.com/watch?v=OHPeZwAM94U&list=RDOHPeZwAM94U&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 7 a,35000.0,4.0,121.52
10 PREGUNTAS CON JUNIOR CABRERA,"Ramon Orlando -""SERA HOY"" - Feat Laura Rivera",https://www.youtube.com/watch?v=XN9gbO_dm1c&list=RDXN9gbO_dm1c&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 1 a,206000.0,23.52,715.25
SIBI LUNA,Los Vecinos - No hay nadie más para sustituirte,https://www.youtube.com/watch?v=zWBKUElRTAM&list=RDzWBKUElRTAM&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 5 a,759.0,0.09,2.64
Los Cantantes - Topic,No Hay Pesos,https://www.youtube.com/watch?v=UV3wSXVLe2A&list=RDUV3wSXVLe2A&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,---,43000000.0,4908.68,149300.55
CorilloHotTV,Sujeto Oro 24k - Weo (Homenaje A Ramon Orlando) (En Vivo) (Www.CORILLOHOT.com),https://www.youtube.com/watch?v=tyL_hdalRAM&list=RDtyL_hdalRAM&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwHSBwkJAwsBhyohjO8%3D,hace 14 a,15000.0,1.71,52.08
Conjunto Musico Vocal UASD,"No hay nadie más, Conjunto Músico Vocal",https://www.youtube.com/watch?v=ub690tiAVs0&list=RDub690tiAVs0&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 5 a,73.0,0.01,0.25
Toño Rosario,Toño Rosario - Que Sabe Nadie,https://www.youtube.com/watch?v=Rr5g-V-eaOw&list=RDRr5g-V-eaOw&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 6 a,5200000.0,593.61,18054.95
Ramón Orlando Valoy,6-Ramon Orlando-Estas Lagrimas,https://www.youtube.com/watch?v=GYBLgXtjcf4&list=RDGYBLgXtjcf4&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 14 a,969000.0,110.62,3364.47
JN Music Group,NADIE Como Tu 💖 - Ramon Orlando [Audio Cover] 🥳 #40,https://www.youtube.com/watch?v=xLoRRx6vAsE&list=RDxLoRRx6vAsE&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 4 a,7400.0,0.84,25.69
La TeleRealidad De Iván Ruiz,No hay nadie más... Ramón Orlando en la Telerealidad,https://www.youtube.com/watch?v=oXeXBGZXjFQ&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG8%3D,hace 8 días,1900.0,9.9,6.6
La bellonera Musical RD 🎷🎻,"Ramón Orlando (( Mix De Éxitos Romántico, )) #Comparte",https://www.youtube.com/watch?v=NQeJOLROWEc&list=RDNQeJOLROWEc&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 1 a,12000.0,1.37,41.67
MICHAEL JMV,RAMON ORLANDO El Silencio Tu y Yo (MICHAEL JMV),https://www.youtube.com/watch?v=J8wEDI4mvME&list=RDJ8wEDI4mvME&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwHSBwkJAwsBhyohjO8%3D,hace 7 a,27000.0,3.08,93.75
Kenpachi Zaraki,Ramon Orlando- Mi cama no habla,https://www.youtube.com/watch?v=i5Ci_J1BGG0&list=RDi5Ci_J1BGG0&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 9 a,473000.0,54.0,1642.31
Electronic Merengue Orchestra - Topic,No Hay Nadie Mas,https://www.youtube.com/watch?v=sFWc_hyZxrA&list=RDsFWc_hyZxrA&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,---,27.0,0.0,0.09
Juhi,"Ramon Orlando 2024 MIX Grandes Exitos - Te Compro Tu Novia, Mil Maneras, Gotas De Pena, No Hay N...",https://www.youtube.com/watch?v=ksdZ5VyFDR4&list=RDksdZ5VyFDR4&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 1 a,215.0,0.02,0.75
Zacarias Ferreira Oficial,Zacarías Ferreira - Tu Y Nadie Mas (Audio Oficial),https://www.youtube.com/watch?v=ZvQvda3rTY8&list=RDZvQvda3rTY8&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwHSBwkJAwsBhyohjO8%3D,hace 6 a,1100000.0,125.57,3819.32
Rafael Burgos - Topic,No Hay Nadie Más,https://www.youtube.com/watch?v=mwzKWLhycIc&list=RDmwzKWLhycIc&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,---,465.0,0.05,1.61
Ramón Orlando - Topic,Mas,https://www.youtube.com/watch?v=MJFwxYHVDSE&list=RDMJFwxYHVDSE&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,---,56000.0,6.39,194.44
Shayra Ramírez… Eternizando momentos. ♥️,"Ramón Orlando Valoy y Shayra “Balada de amor”. Del disco “Shayra, con el alma desnuda”. 2018",https://www.youtube.com/watch?v=xEwhaX76jlo&list=RDxEwhaX76jlo&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwHSBwkJAwsBhyohjO8%3D,hace 2 a,1300.0,0.15,4.51
Sujeto Oro 24 - Topic,No Hay Nadie,https://www.youtube.com/watch?v=XcvsfitvwQE&list=RDXcvsfitvwQE&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,---,2500.0,0.29,8.68
DjGabbyGarcía,Ramón Orlando En Vivo Dj GABBY GARCIA Presenta 2016 En New York,https://www.youtube.com/watch?v=6sKgMXqUD5U&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG8%3D,hace 9 a,334000.0,38.13,1159.68
DJ Intokable,Ramón Orlando | Que Quieres Tu De Mi (2001),https://www.youtube.com/watch?v=npz_aMdCwdQ&list=RDnpz_aMdCwdQ&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 1 a,813.0,0.09,2.82
Shayra Ramírez,"Ramón Orlando Valoy «No hay nadie más» Berlin, NJ. 23 de noviembre, 2024",https://www.youtube.com/watch?v=3vMPo6uhl3c&list=RD3vMPo6uhl3c&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 1 a,266.0,0.03,0.92
Christiam Silvestre,respuesta al reto de Ramón Orlando (piano desafiante),https://www.youtube.com/watch?v=JjdQEO-I4eE&list=RDJjdQEO-I4eE&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 4 a,50000.0,5.71,173.61
Hilario araguaney,marcos Yaroide no hay nadie más #marcosyaroide#nohaynadiemas #musicacristiana,https://www.youtube.com/watch?v=Im8xeLzEvfg&list=RDIm8xeLzEvfg&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 2 a,1400.0,0.16,4.86
Musica RD,No Hay Nadie Más-Ramón Orlando En Vivo,https://www.youtube.com/watch?v=avhAKgTONu0&list=RDavhAKgTONu0&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 2 a,207.0,0.02,0.72
Nibardo Muentes,RAMÓN ORLANDO TE COMPRO TU NOVIA,https://www.youtube.com/watch?v=vtofLuSGnA4&list=RDvtofLuSGnA4&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 13 a,2400000.0,273.97,8333.05
It's Lio,no hay nadie mas orlando bernardo karaoke,https://www.youtube.com/watch?v=SINxNff7_Mk&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG8%3D,hace 13 a,132.0,0.02,0.46
URBAN DEMBOW - Topic,No Hay Nadie Más,https://www.youtube.com/watch?v=FrOtLwu3Ug4&list=RDFrOtLwu3Ug4&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,---,1600.0,0.18,5.56
El Dotol Nastra,NARRA SUS EXITOS 🎹 RAMON ORLANDO ❌ EL DOTOL NASTRA,https://www.youtube.com/watch?v=7Q-NcksJwEA&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG8%3D,hace 3 m,200000.0,22.83,694.42
El Almacen del Merengue,RAMON ORLANDO Y ORQUESTA INTERNACIONAL - NO HAY NADIE MAS (1989),https://www.youtube.com/watch?v=CxioWNUpp4Q&list=RDCxioWNUpp4Q&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 5 a,1200.0,0.14,4.17
Chamakiito93,RAMON ORLANDO Y LA INTERNACIONAL - Lapiz - Canta MIGUEL MIGUEL (80's),https://www.youtube.com/watch?v=sdWL3cRT6Ks&list=RDsdWL3cRT6Ks&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 8 a,630000.0,71.92,2187.43
Leandro Dilone,Homenaje a Ramón Orlando Luis Vargas letras,https://www.youtube.com/watch?v=xZAOL8u2X_c&list=RDxZAOL8u2X_c&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 5 a,16000.0,1.83,55.55
Dj Poli Karaokes y Mas,Ramon Orlando - No Me Importa No KARAOKE INSTRUMENTAL #djpolibonao,https://www.youtube.com/watch?v=dKzyAc2DczQ&list=RDdKzyAc2DczQ&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 6 m,2200.0,0.25,7.64
eli va,ramon orlando,https://www.youtube.com/watch?v=NJhb1-5fkK8&list=RDNJhb1-5fkK8&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 11 a,335.0,0.04,1.16
Manolo Ozuna DG,RAMÓN ORLANDO: POR QUÉ EN RD NADIE HACE SALSA Y POR QUÉ ÉL NO HACE MERENGUE!,https://www.youtube.com/watch?v=s3aCGJI8JWY&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG8%3D,hace 7 m,53000.0,6.05,184.02
Juan Carlos Llano lizardo,Karaoke Ramon orlando (De que me sirvió quererte?,https://www.youtube.com/watch?v=SSUF_i4Pa_g&list=RDSSUF_i4Pa_g&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 3 a,13000.0,1.48,45.14
10 PREGUNTAS CON JUNIOR CABRERA,🛑 Ramon Orlando 10 Preguntas Por Junior Cabrera 🛑,https://www.youtube.com/watch?v=ajbVrz3n0Hw&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG8%3D,hace 4 a,307000.0,35.05,1065.94
Uncion Tropical,Unción Tropical - No Hay Nadie Más (Video Letra),https://www.youtube.com/watch?v=HkPHK7tshmo&list=RDHkPHK7tshmo&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwHSBwkJAwsBhyohjO8%3D,hace 1 a,7300.0,0.83,25.35
JUNIOR CABRERA,SI TU PIENSAS QUE NO TE AMO- LOS TUMBAOS DE LA TRIBU-RAMON ORLANDO,https://www.youtube.com/watch?v=XFZkOsMOYMY&list=RDXFZkOsMOYMY&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 3 m,111000.0,12.67,385.4
Jross & Littleboy,NO HAY NADIE MAS,https://www.youtube.com/watch?v=QlrhcGbb374&list=RDQlrhcGbb374&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 1 a,6500.0,0.74,22.57
danssblack,Ramón Orlando - Te Compro Tu Novia (Letra),https://www.youtube.com/watch?v=e09zoT6-G9A&list=RDe09zoT6-G9A&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 4 a,4300000.0,490.87,14930.06
yonathan jimenez,Elvin Disla-No Hay Nadie Más.wmv,https://www.youtube.com/watch?v=7_mkoqG6xK0&list=RD7_mkoqG6xK0&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 14 a,16000.0,1.83,55.55
Raphy D Oleo,RAMON ORLANDO EXITOSO EN SAN JUAN,https://www.youtube.com/watch?v=VhHDEqHBO-g&list=RDVhHDEqHBO-g&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 3 a,189.0,0.02,0.66
Fuga Record,Ramon Orlando - Piano Desafiante - Apuntes y correciones Finales,https://www.youtube.com/watch?v=v4IWA1cCVtE&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG8%3D,hace 4 a,13000.0,1.48,45.14
PARTY TYME KARAOKE EN ESPAÑOL,Ramon Orlando - Que Venga (Versión Karaoke),https://www.youtube.com/watch?v=7vWiyJ3Vk3s&list=RD7vWiyJ3Vk3s&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwHSBwkJAwsBhyohjO8%3D,hace 2 a,3500.0,0.4,12.15
DJ Intokable,Ramón Orlando | Risas (1989),https://www.youtube.com/watch?v=rlOIifSxFLc&list=RDrlOIifSxFLc&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 5 m,273.0,0.03,0.95
SONERO 78,RAMON ORLANDO - CANA BRAVA,https://www.youtube.com/watch?v=fTkEOeHhCB8&list=RDfTkEOeHhCB8&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 10 a,62000.0,7.08,215.27
Musica Mundial,RAMON ORLANDO LA MAS BELLA HEREJIA SALSA 2013,https://www.youtube.com/watch?v=5SYrhtNTBWA&list=RD5SYrhtNTBWA&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwHSBwkJAwsBhyohjO8%3D,hace 12 a,18000.0,2.05,62.5
Edward Music,Ramón Orlando - No Hay Nadie Más,https://www.youtube.com/watch?v=iwQlJG3em0k&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG8%3D,hace 3 a,23.0,0.0,0.08
Chiquito Team Band,Chiquito Team Band - NO ERES UNA MAS (Recording Session),https://www.youtube.com/watch?v=BDQb-nbSQ_M&list=RDBDQb-nbSQ_M&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 4 m,707000.0,80.71,2454.78
xmanguitox,no hay nadie mas - kalimba,https://www.youtube.com/watch?v=fH9MYpQ5wvc&list=RDfH9MYpQ5wvc&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 18 a,3400.0,0.39,11.81
Enrique La Guira,Enrique Guira - Un Dia Mas (Ramon Orlando),https://www.youtube.com/watch?v=A4wwm_7CRjA&list=RDA4wwm_7CRjA&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 10 a,2800.0,0.32,9.72
vidal vazquez,Más - Ramón Orlando,https://www.youtube.com/watch?v=2MuF57lIIf0&list=RD2MuF57lIIf0&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 2 a,4100.0,0.47,14.24
DJ Intokable,Ramón Orlando | Cigarro Y Vino (2001),https://www.youtube.com/watch?v=Fn83U2Kqhno&list=RDFn83U2Kqhno&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 1 a,451.0,0.05,1.57
DJ Intokable,Ramón Orlando | Pena (2001),https://www.youtube.com/watch?v=IMMZ29_WCCI&list=RDIMMZ29_WCCI&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 1 a,414.0,0.05,1.44
Alonmusicfive,No Hay Nadia Más Sebastián Yatra,https://www.youtube.com/watch?v=BzndhiRe7NU&list=RDBzndhiRe7NU&start_radio=1&pp=ygUgbm8gaGF5IG5hZGllIG1hcyAtIHJhbW9uIG9ybGFuZG-gBwE%3D,hace 8 días,81.0,0.42,0.28
